SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,March-19-2024,Single Family Residential,3671 Provincetown Ave,Irvine,CA,92606,1919800,5,3,WN - Walnut (Irvine),2666,5600,1970,,720,65,Sold,,,https://www.redfin.com/CA/Irvine/3671-Provincetown-Ave-92606/home/4664258,CRMLS,OC24031981,N,Y,33.7091608,-117.7907838
PAST SALE,December-28-2021,Single Family Residential,25542 Terreno Dr,Mission Viejo,CA,92691,1225000,3,2,MS - Mission Viejo South,1841,6600,1967,,665,21,Sold,,,https://www.redfin.com/CA/Mission-Viejo/25542-Terreno-Dr-92691/home/5038897,CRMLS,OC21256666,N,Y,33.5921505,-117.6617929
PAST SALE,April-4-2022,Condo/Co-op,2425 Scholarship,Irvine,CA,92612,790000,2,2,AA - Airport Area,1282,,2005,,616,510,Sold,,,https://www.redfin.com/CA/Irvine/2425-Scholarship-92612/home/12248605,CRMLS,OC22043964,N,Y,33.6668988,-117.8518144
PAST SALE,October-30-2023,Condo/Co-op,23 Amador Way,Aliso Viejo,CA,92656,951000,3,2.5,AV - Aliso Viejo,1496,,1998,,636,188,Sold,,,https://www.redfin.com/CA/Aliso-Viejo/23-Amador-Way-92656/home/5601392,CRMLS,OC23189703,N,Y,33.5806884,-117.7357826
PAST SALE,June-24-2024,Condo/Co-op,141 Topaz #17,Irvine,CA,92602,1171000,3,2.5,Mandeville (MAND),1473,,2001,,795,300,Sold,,,https://www.redfin.com/CA/Irvine/141-Topaz-92602/unit-17/home/5885002,CRMLS,OC24102439,N,Y,33.7299624,-117.777781
PAST SALE,June-15-2023,Condo/Co-op,25185 Via Terracina,Laguna Niguel,CA,92677,700000,2,2,LNLAK - Lake Area,1113,,1989,,629,395,Sold,,,https://www.redfin.com/CA/Laguna-Niguel/25185-Via-Terracina-92677/home/5698774,CRMLS,OC23088860,N,Y,33.5559393,-117.6903571
PAST SALE,April-4-2022,Single Family Residential,9 Capistrano,Irvine,CA,92602,1450000,3,2.5,NK - Northpark,1759,3976,2002,,824,140,Sold,,,https://www.redfin.com/CA/Irvine/9-Capistrano-92602/home/5857344,CRMLS,OC22029028,N,Y,33.7239566,-117.7762183
PAST SALE,June-21-2024,Townhouse,222 monroe #82,Irvine,CA,92620,1240000,3,2.5,Fairmont (FAIR),1411,,1985,,879,250,Sold,,,https://www.redfin.com/CA/Irvine/222-Monroe-92620/unit-82/home/5321918,CRMLS,OC24096852,N,Y,33.7044869,-117.7756616
PAST SALE,May-24-2022,Single Family Residential,5 Sunny Slope,Rancho Santa Margarita,CA,92688,1300000,5,3.5,LF - Las Flores,2208,4662,1995,,589,137,Sold,,,https://www.redfin.com/CA/Rancho-Santa-Margarita/5-Sunny-Slope-92688/home/5026454,CRMLS,OC22072622,N,Y,33.5908499,-117.6229577
PAST SALE,February-28-2022,Single Family Residential,909 Tracie Dr,Brea,CA,92821,825000,3,2,86 - Brea,1884,8470,1963,,438,,Sold,,,https://www.redfin.com/CA/Brea/909-Tracie-Dr-92821/home/4137383,CRMLS,OC22025035,N,Y,33.9333598,-117.9119952
PAST SALE,October-22-2021,Condo/Co-op,140 E Yale #23,Irvine,CA,92604,1175000,3,2.5,WB - Woodbridge,2197,,1979,,535,493,Sold,,,https://www.redfin.com/CA/Irvine/140-E-Yale-Loop-92604/unit-23/home/5544736,CRMLS,OC21202657,N,Y,33.6758629,-117.7873614
PAST SALE,April-19-2022,Single Family Residential,126 Natal Rd,Rancho Mission Viejo,CA,92694,980000,3,2.5,ESEN - Esencia,1872,1872,2018,,524,298,Sold,,,https://www.redfin.com/CA/Rancho-Mission-Viejo/126-Natal-Rd-92694/home/169484128,CRMLS,OC22039371,N,Y,33.5466463,-117.6000734
PAST SALE,February-10-2022,Single Family Residential,12 Kingfisher Ct,Trabuco Canyon,CA,92679,1505000,5,2.5,WW - Wagon Wheel,3067,7405,1998,,491,178,Sold,,,https://www.redfin.com/CA/Trabuco-Canyon/12-Kingfisher-Ct-92679/home/5024684,CRMLS,OC22006422,N,Y,33.585761,-117.5974336
PAST SALE,May-15-2024,Single Family Residential,1707 S Heritage Cir,Anaheim,CA,92804,676000,2,1.5,Heritage Village Townhomes (HRVT),1248,1817,1973,,542,440,Sold,,,https://www.redfin.com/CA/Anaheim/1707-S-Heritage-Cir-92804/home/3610436,CRMLS,OC24071550,N,Y,33.8052251,-117.9492673
PAST SALE,February-10-2022,Single Family Residential,8 Calle Rienda,Rancho Santa Margarita,CA,92688,930000,3,2,R2 - Rancho Santa Margarita Central,1272,4000,1986,,731,71,Sold,,,https://www.redfin.com/CA/Rancho-Santa-Margarita/8-Calle-Rienda-92688/home/5092853,CRMLS,OC21269841,N,Y,33.6455559,-117.5828101
PAST SALE,March-23-2022,Single Family Residential,911 S Brianna Way,Anaheim Hills,CA,92808,1218000,3,2.5,77 - Anaheim Hills,1738,3654,1997,,701,85,Sold,,,https://www.redfin.com/CA/Anaheim/911-S-Brianna-Way-92808/home/4305655,CRMLS,OC22032055,N,Y,33.85325,-117.7473241
PAST SALE,April-21-2023,Single Family Residential,1524 Kroeger Ave,Fullerton,CA,92831,1200000,3,3,83 - Fullerton,2371,19000,1964,,506,,Sold,,,https://www.redfin.com/CA/Fullerton/1524-Kroeger-Ave-92831/home/3161657,CRMLS,OC23035775,N,Y,33.8867808,-117.9093151
PAST SALE,April-5-2022,Single Family Residential,27565 Vista De Dons,Dana Point,CA,92624,1855000,3,3,CB - Capistrano Beach,1921,5750,1980,,966,,Sold,,,https://www.redfin.com/CA/Dana-Point/27565-Vista-de-Dons-92624/home/5001803,CRMLS,OC22034098,N,Y,33.448441,-117.6501848
PAST SALE,March-10-2022,Townhouse,11054 Maple St #6,Los Alamitos,CA,90720,850000,3,2.5,52 - Los Alamitos,1709,1000,2004,,497,240,Sold,,,https://www.redfin.com/CA/Los-Alamitos/11054-Maple-St-90720/unit-6/home/5983717,CRMLS,OC22021071,N,Y,33.8023479,-118.0651856
PAST SALE,February-16-2024,Single Family Residential,10607 Asbury Ave,Stanton,CA,90680,970000,3,2,"61 - N of Gar Grv, S Of Ball, E of Knott, W of Dal",1603,6000,1960,,605,,Sold,,,https://www.redfin.com/CA/Stanton/10607-Asbury-Ave-90680/home/3352778,CRMLS,OC24015767,N,Y,33.8080913,-118.0048716
PAST SALE,May-8-2023,Condo/Co-op,66 Costero Aisle #307,Irvine,CA,92614,635000,1,1,WP - Westpark,899,,1987,,706,322,Sold,,,https://www.redfin.com/CA/Irvine/66-Costero-Aisle-92614/unit-307/home/5589176,CRMLS,OC23050712,N,Y,33.682056,-117.8304917
PAST SALE,February-16-2022,Condo/Co-op,136 Bloomfield Ln,Rancho Santa Margarita,CA,92688,847000,3,2.5,LF - Las Flores,1253,,1999,,676,266,Sold,,,https://www.redfin.com/CA/Rancho-Santa-Margarita/136-Bloomfield-Ln-92688/home/5798702,CRMLS,OC22013940,N,Y,33.58225,-117.6254992
PAST SALE,November-30-2021,Condo/Co-op,116 Via Athena,Aliso Viejo,CA,92656,777000,2,2.5,AV - Aliso Viejo,1260,,1989,,617,367,Sold,,,https://www.redfin.com/CA/Aliso-Viejo/116-Via-Athena-92656/home/5451881,CRMLS,OC21231168,N,Y,33.5978085,-117.7212102
PAST SALE,June-20-2024,Single Family Residential,1975 Devonshire Dr,Brea,CA,92821,1305000,4,3,Other (OTHR),2245,6825,1969,,581,70,Sold,,,https://www.redfin.com/CA/Brea/1975-Devonshire-Dr-92821/home/4150422,CRMLS,OC24101481,N,Y,33.9117003,-117.8744972
PAST SALE,March-28-2022,Single Family Residential,3203 Oaklawn Dr,Anaheim,CA,92804,940000,4,2,"61 - N of Gar Grv, S Of Ball, E of Knott, W of Dal",2036,7644,1956,,462,,Sold,,,https://www.redfin.com/CA/Anaheim/3203-W-Oaklawn-Dr-92804/home/3350147,CRMLS,OC22052000,N,Y,33.8149836,-118.0023046
PAST SALE,July-29-2021,Condo/Co-op,63 Three Vines Ct,Ladera Ranch,CA,92694,766000,3,2.5,LD - Ladera Ranch,1620,,2000,,473,503,Sold,,,https://www.redfin.com/CA/Ladera-Ranch/63-Three-Vines-Ct-92694/home/5839319,CRMLS,OC21130514,N,Y,33.5597207,-117.6344695
PAST SALE,May-26-2023,Single Family Residential,161 Cloudbreak,Irvine,CA,92618,1839800,3,2,GP - Great Park,1746,9796,2014,,1054,235,Sold,,,https://www.redfin.com/CA/Irvine/161-Cloudbreak-92618/home/51682648,CRMLS,OC23064237,N,Y,33.7000338,-117.726685
PAST SALE,October-12-2021,Condo/Co-op,68 Glen Arbor #113,Irvine,CA,92602,815000,2,2.5,WI - West Irvine,1211,,2001,,673,200,Sold,,,https://www.redfin.com/CA/Irvine/68-Glen-Arbor-92602/unit-113/home/5884633,CRMLS,OC21189899,N,Y,33.7322888,-117.7760053
PAST SALE,March-6-2024,Single Family Residential,6091 Atlas Dr,Huntington Beach,CA,92647,1100000,4,2,17 - Northwest Huntington Beach,1583,7178,1967,,695,,Sold,,,https://www.redfin.com/CA/Huntington-Beach/6091-Atlas-Dr-92647/home/3754113,CRMLS,OC24017044,N,Y,33.7441378,-118.0226129
PAST SALE,August-17-2021,Condo/Co-op,153 Acuna,Irvine,CA,92620,1135000,3,2.5,EASTW - Eastwood,1632,,2017,,695,303,Sold,,,https://www.redfin.com/CA/Irvine/153-Acuna-92620/home/167403797,CRMLS,OC21166333,N,Y,33.7091276,-117.7501125
PAST SALE,May-16-2022,Single Family Residential,29081 Canyon Vista Dr,Lake Forest,CA,92679,1386000,5,3,PH - Portola Hills,3208,7200,1987,,432,144,Sold,,,https://www.redfin.com/CA/Trabuco-Canyon/29081-Canyon-Vista-Dr-92679/home/4804680,CRMLS,OC22069407,N,Y,33.6801682,-117.6233833
PAST SALE,September-2-2022,Single Family Residential,7051 E Shorecrest Dr,Anaheim Hills,CA,92807,949998,3,2,77 - Anaheim Hills,1560,3800,1975,,609,209,Sold,,,https://www.redfin.com/CA/Anaheim/7051-E-Shorecrest-Dr-92807/home/4335432,CRMLS,BB22159061,N,Y,33.8390914,-117.7474266
PAST SALE,November-28-2023,Townhouse,132 Neptune,Irvine,CA,92618,916000,2,2.5,PS - Portola Springs,1798,,2015,,509,423,Sold,,,https://www.redfin.com/CA/Irvine/132-Neptune-92618/home/112728025,CRMLS,OC23189253,N,Y,33.698649,-117.73215
PAST SALE,May-5-2023,Single Family Residential,22471 Silver Spur,Lake Forest,CA,92630,960000,3,2,LS - Lake Forest South,1249,6180,1975,,769,106,Sold,,,https://www.redfin.com/CA/Lake-Forest/22471-Silver-Spur-92630/home/4823806,CRMLS,OC23043072,N,Y,33.6368955,-117.6844817
PAST SALE,July-11-2022,Condo/Co-op,25605 Paseo La Vis #83,Laguna Niguel,CA,92677,670000,2,1.5,LNSEA - Sea Country,1232,,1984,,544,486,Sold,,,https://www.redfin.com/CA/Laguna-Niguel/25605-Paseo-La-Vis-92677/unit-83/home/5235843,CRMLS,OC22119512,N,Y,33.5463956,-117.6831009
PAST SALE,May-10-2022,Single Family Residential,2985 Schwendeman Ave,Tustin,CA,92782,1800000,4,2.5,89 - Tustin Ranch,2438,4884,1999,,738,138,Sold,,,https://www.redfin.com/CA/Tustin/2985-Schwendeman-Ave-92782/home/4764546,CRMLS,OC22078739,N,Y,33.7495446,-117.7671376
PAST SALE,August-31-2023,Condo/Co-op,24 Villa Point Dr,Newport Beach,CA,92660,1100000,2,2,NV - East Bluff - Harbor View,1190,,1990,,924,595,Sold,,,https://www.redfin.com/CA/Newport-Beach/24-Villa-Point-Dr-92660/home/5723409,CRMLS,OC23131961,N,Y,33.6131184,-117.8873113
PAST SALE,November-20-2023,Single Family Residential,6842 Capstone Dr,Huntington Beach,CA,92647,1275000,4,2,15 - West Huntington Beach,1451,6435,1971,,879,,Sold,,,https://www.redfin.com/CA/Huntington-Beach/6842-Capstone-Dr-92647/home/3847421,CRMLS,OC23193382,N,Y,33.711179,-118.0085689
PAST SALE,October-7-2021,Condo/Co-op,1217 Mendez Dr,Fullerton,CA,92833,760000,3,2.5,83 - Fullerton,1502,,2003,,506,467,Sold,,,https://www.redfin.com/CA/Fullerton/1217-Mendez-Dr-92833/home/5921444,CRMLS,OC21188945,N,Y,33.8833415,-117.9649656
PAST SALE,September-11-2023,Condo/Co-op,10361 Garden Grove Blvd #18,Garden Grove,CA,92843,550000,2,2,"66 - N of Blsa, S of GGrv, E of Brookhrst, W of Ha",1154,,1990,,477,406,Sold,,,https://www.redfin.com/CA/Garden-Grove/10361-Garden-Grove-Blvd-92843/unit-18/home/5583894,CRMLS,OC23120076,N,Y,33.7746733,-117.9515942
PAST SALE,May-31-2022,Single Family Residential,28919 Serreta,Mission Viejo,CA,92692,970000,2,2,MN - Mission Viejo North,1782,7000,1997,,544,429,Sold,,,https://www.redfin.com/CA/Mission-Viejo/28919-Serreta-92692/home/5103883,CRMLS,OC22098536,N,Y,33.6510743,-117.6266939
PAST SALE,November-17-2023,Single Family Residential,6151 Palisade Dr,Huntington Beach,CA,92647,1315000,4,2.5,17 - Northwest Huntington Beach,2293,6000,1966,,573,,Sold,,,https://www.redfin.com/CA/Huntington-Beach/6151-Palisade-Dr-92647/home/3765798,CRMLS,OC23196034,N,Y,33.7265796,-118.0213525
PAST SALE,September-1-2023,Single Family Residential,2935 Cardamon Ln,Fullerton,CA,92835,1625000,3,2.5,83 - Fullerton,2688,5611,2000,,605,275,Sold,,,https://www.redfin.com/CA/Fullerton/2935-Cardamon-Ln-92835/home/5763315,CRMLS,OC23145137,N,Y,33.9065642,-117.8708845
PAST SALE,October-21-2022,Single Family Residential,9170 Pelican Ave,Fountain Valley,CA,92708,1141000,4,2,16 - Fountain Valley / Northeast HB,1378,7223,1965,,828,,Sold,,,https://www.redfin.com/CA/Fountain-Valley/9170-Pelican-Ave-92708/home/3822602,CRMLS,OC22212794,N,Y,33.6915523,-117.9686055
PAST SALE,May-3-2024,Condo/Co-op,2557 Orange Ave Unit D,Costa Mesa,CA,92627,1060000,3,2.5,Other (OTHR),1707,,1991,,621,200,Sold,,,https://www.redfin.com/CA/Costa-Mesa/2557-Orange-Ave-92627/unit-D/home/5585163,CRMLS,OC24076399,N,Y,33.6594488,-117.89513
PAST SALE,March-9-2023,Single Family Residential,10132 Phelan Dr,Villa Park,CA,92861,2400000,4,3,73 - Villa Park,3531,21000,1973,,680,,Sold,,,https://www.redfin.com/CA/Villa-Park/10132-Phelan-Dr-92861/home/4342090,CRMLS,OC23016844,N,Y,33.8149463,-117.8146927
PAST SALE,February-17-2023,Condo/Co-op,13722 Red Hill Ave #6,Tustin,CA,92780,520000,2,2,71 - Tustin,1080,,1968,,481,325,Sold,,,https://www.redfin.com/CA/Tustin/13722-Red-Hill-Ave-92780/unit-6/home/5350991,CRMLS,OC23001193,N,Y,33.7359002,-117.8112201
PAST SALE,January-24-2022,Single Family Residential,4160 N Santa Cecilia St,Orange,CA,92865,910000,3,2,"72 - Orange & Garden Grove, E of Harbor, N of 22 F",1232,7699,1963,,739,,Sold,,,https://www.redfin.com/CA/Orange/4160-N-Santa-Cecilia-St-92865/home/4318621,CRMLS,OC22001374,N,Y,33.8452792,-117.8374132
PAST SALE,May-13-2022,Single Family Residential,15381 Cottonwood Cir,Huntington Beach,CA,92647,1355000,6,3,17 - Northwest Huntington Beach,2698,5850,1979,,502,,Sold,,,https://www.redfin.com/CA/Huntington-Beach/15381-Cottonwood-Cir-92647/home/3721061,CRMLS,OC22038755,N,Y,33.7389562,-117.9945
PAST SALE,August-6-2021,Condo/Co-op,225 Wicker,Irvine,CA,92618,1215000,4,3,GP - Great Park,2164,,2013,,561,215,Sold,,,https://www.redfin.com/CA/Irvine/225-Wicker-92618/home/58557081,CRMLS,OC21135996,N,Y,33.6956273,-117.7312079
PAST SALE,June-16-2023,Single Family Residential,13871 Glenmere Dr,North Tustin,CA,92705,2260000,5,3.5,NTS - North Tustin,3421,15000,1966,,661,,Sold,,,https://www.redfin.com/CA/Santa-Ana/13871-Glenmere-Dr-92705/home/4441900,CRMLS,OC23061474,N,Y,33.7610752,-117.8011819
PAST SALE,April-22-2024,Condo/Co-op,107 Rodeo,Irvine,CA,92602,1740000,3,2.5,OH - Orchard Hills,1841,,2015,,945,405,Sold,,,https://www.redfin.com/CA/Irvine/107-Rodeo-92602/home/112720597,CRMLS,OC24019421,N,Y,33.7360402,-117.7512875
PAST SALE,August-17-2021,Condo/Co-op,192 Streamwood,Irvine,CA,92620,500000,2,1,NW - Northwood,809,,1977,,618,295,Sold,,,https://www.redfin.com/CA/Irvine/192-Streamwood-92620/home/5492892,CRMLS,OC21144160,N,Y,33.7134299,-117.7586793
PAST SALE,March-27-2023,Single Family Residential,24111 Kathy Ave,Lake Forest,CA,92630,1260000,4,3,LS - Lake Forest South,2485,6900,1980,,507,91,Sold,,,https://www.redfin.com/CA/Lake-Forest/24111-Kathy-Ave-92630/home/4829419,CRMLS,OC23040019,N,Y,33.6435166,-117.7098867
PAST SALE,November-17-2022,Condo/Co-op,25224 Birch Grove Ln #3,Lake Forest,CA,92630,587000,2,2,LN - Lake Forest North,1104,,1986,,532,332,Sold,,,https://www.redfin.com/CA/Lake-Forest/25224-Birch-Grove-Ln-92630/unit-3/home/5745295,CRMLS,OC22231764,N,Y,33.6525851,-117.6894945
PAST SALE,June-25-2024,Single Family Residential,2696 N Anchor Ave,Orange,CA,92865,980000,3,2,"72 - Orange & Garden Grove, E of Harbor, N of 22 F",1268,7000,1961,,773,,Sold,,,https://www.redfin.com/CA/Orange/2696-N-Anchor-Ave-92865/home/4355872,CRMLS,OC24112007,N,Y,33.8337966,-117.8441648
PAST SALE,June-7-2024,Single Family Residential,26237 Palisades,Mission Viejo,CA,92692,1200000,3,2.5,Greystone - Califia (GRE),1795,1904,1989,,669,473,Sold,,,https://www.redfin.com/CA/Mission-Viejo/26237-Palisades-92692/home/5034691,CRMLS,OC24102479,N,Y,33.5817849,-117.6464637
PAST SALE,July-8-2022,Condo/Co-op,19361 Cascade Dr,Lake Forest,CA,92679,820000,3,3,PH - Portola Hills,1303,,1990,,629,250,Sold,,,https://www.redfin.com/CA/Lake-Forest/19361-Cascade-Dr-92679/home/5342508,CRMLS,OC22112050,N,Y,33.6807507,-117.6349834
PAST SALE,October-18-2021,Single Family Residential,22231 Hazel,Mission Viejo,CA,92692,1600000,4,3,MN - Mission Viejo North,3474,6000,1986,,461,211,Sold,,,https://www.redfin.com/CA/Mission-Viejo/22231-Hazel-Crst-92692/home/5048686,CRMLS,OC21216876,N,Y,33.6396777,-117.6308781
PAST SALE,August-19-2021,Single Family Residential,18773 Racquet Ln,Huntington Beach,CA,92648,720000,3,2.5,699 - Not Defined,1641,1516,1979,,439,395,Sold,,,https://www.redfin.com/CA/Huntington-Beach/18773-Racquet-Ln-92648/home/3837098,CRMLS,OC21144117,N,Y,33.6900702,-117.9946728
PAST SALE,June-14-2023,Condo/Co-op,162 Palencia,Irvine,CA,92618,1489898,2,3,CV - Cypress Village,2309,3500,2018,,645,285,Sold,,,https://www.redfin.com/CA/Irvine/162-Palencia-92618/home/169482043,CRMLS,OC23091050,N,Y,33.674741,-117.75005
PAST SALE,December-2-2021,Condo/Co-op,740 S Kroeger St,Anaheim,CA,92805,735000,3,3.5,78 - Anaheim East of Harbor,1570,,2009,,468,231,Sold,,,https://www.redfin.com/CA/Anaheim/740-S-Kroeger-St-92805/home/28932154,CRMLS,OC21248983,N,Y,33.8287837,-117.905134
PAST SALE,April-9-2024,Condo/Co-op,3 Windy Hill Ln #75,Laguna Hills,CA,92653,902000,2,2.5,S2 - Laguna Hills,1204,,1986,,749,464,Sold,,,https://www.redfin.com/CA/Laguna-Hills/3-Windy-Hill-Ln-92653/unit-75/home/5693783,CRMLS,OC24057570,N,Y,33.5877402,-117.7096215
PAST SALE,April-1-2022,Single Family Residential,3 Andalusia,Rancho Santa Margarita,CA,92688,870700,3,2.5,R2 - Rancho Santa Margarita Central,1941,1154,2014,,449,220,Sold,,,https://www.redfin.com/CA/Rancho-Santa-Margarita/3-Andalusia-92688/home/51683179,CRMLS,OC22043744,N,Y,33.6361457,-117.5992283
PAST SALE,June-7-2022,Single Family Residential,211 Pineview,Irvine,CA,92620,750000,2,2.5,NW - Northwood,1204,828,1977,,623,405,Sold,,,https://www.redfin.com/CA/Irvine/211-Pineview-92620/home/4787961,CRMLS,BB22073932,N,Y,33.7150863,-117.7562307
PAST SALE,May-24-2024,Single Family Residential,17121 Granada Ln,Huntington Beach,CA,92647,1100000,4,2,Other (OTHR),1417,7300,1961,,776,,Sold,,,https://www.redfin.com/CA/Huntington-Beach/17121-Granada-Ln-92647/home/3856315,CRMLS,OC24082395,N,Y,33.7136932,-117.988062
PAST SALE,June-22-2022,Single Family Residential,33192 Santiago Dr,Dana Point,CA,92629,1525000,4,2.5,DH - Dana Hills,1932,5797,1975,,789,,Sold,,,https://www.redfin.com/CA/Dana-Point/33192-Santiago-Dr-92629/home/4965124,CRMLS,PW22105659,N,Y,33.4808369,-117.7023749
PAST SALE,August-26-2022,Condo/Co-op,1345 Cabrillo Park Dr Unit L15,Santa Ana,CA,92701,490000,2,2,70 - Santa Ana North of First,984,,1976,,498,348,Sold,,,https://www.redfin.com/CA/Santa-Ana/1345-Cabrillo-Park-Dr-92701/unit-L15/home/12257458,CRMLS,BB22146620,N,Y,33.7571087,-117.840835
PAST SALE,July-7-2022,Condo/Co-op,153 Kings Cyn,Irvine,CA,92606,1036800,3,2.5,WN - Walnut (Irvine),1868,,2001,,555,215,Sold,,,https://www.redfin.com/CA/Irvine/153-Kings-Cyn-92606/home/5887521,CRMLS,OC22136463,N,Y,33.7059855,-117.8009296
PAST SALE,January-28-2022,Single Family Residential,319 Montero St,Newport Beach,CA,92661,2425000,4,3,NP - Balboa Peninsula,1488,2100,1946,,1630,,Sold,,,https://www.redfin.com/CA/Newport-Beach/319-Montero-St-92661/home/3238250,CRMLS,OC22003396,N,Y,33.6051893,-117.9049501
PAST SALE,June-30-2023,Condo/Co-op,313 Metro Ct,Fullerton,CA,92832,750000,2,2,83 - Fullerton,1810,,2008,,414,270,Sold,,,https://www.redfin.com/CA/Fullerton/313-Metro-Ct-92832/home/21933469,CRMLS,OC23092095,N,Y,33.8680067,-117.9230266
PAST SALE,August-11-2023,Multi-Family (2-4 Unit),1640 N Gilbert St,Fullerton,CA,92833,1696075,7,5,83 - Fullerton,3583,8276,1967,,473,,Sold,,,https://www.redfin.com/CA/Fullerton/1640-N-Gilbert-St-92833/home/4097539,CRMLS,OC23131216,N,Y,33.8902769,-117.9658917
PAST SALE,,Single Family Residential,1571 Woodmont Pl,La Habra,CA,90631,1250000,4,3,,2751,7169,1967,,454,,,,,https://www.redfin.com/CA/La-Habra/1571-Woodmont-Pl-90631/home/3118460,,,N,Y,33.9119719,-117.9518327
PAST SALE,March-28-2024,Condo/Co-op,1 Beacon Way,Aliso Viejo,CA,92656,830000,2,2,AV - Aliso Viejo,1401,,2010,,592,438,Sold,,,https://www.redfin.com/CA/Aliso-Viejo/1-Beacon-Way-92656/unit-149/home/40103587,CRMLS,OC24025500,N,Y,33.5794645,-117.7273209
PAST SALE,June-16-2023,Single Family Residential,91 Plateau,Aliso Viejo,CA,92656,1250000,4,2.5,AV - Aliso Viejo,1830,4002,2001,,683,243,Sold,,,https://www.redfin.com/CA/Aliso-Viejo/91-Plateau-92656/home/4870040,CRMLS,OC23070320,N,Y,33.57225185,-117.7339311
PAST SALE,July-12-2023,Condo/Co-op,49 Montana Del Lago Dr,Rancho Santa Margarita,CA,92688,586000,2,2,R1 - Rancho Santa Margarita North,827,,1992,,709,502,Sold,,,https://www.redfin.com/CA/Rancho-Santa-Margarita/49-Montana-del-Lago-Dr-92688/home/5268612,CRMLS,OC23093678,N,Y,33.6491335,-117.5856527
PAST SALE,September-7-2021,Condo/Co-op,2129 Celeste Way,Costa Mesa,CA,92627,876000,2,3,C2 - Southwest Costa Mesa,1715,,2016,,511,127,Sold,,,https://www.redfin.com/CA/Costa-Mesa/2129-Celeste-Way-92627/home/167407615,CRMLS,OC21160300,N,Y,33.6518144,-117.9223501
PAST SALE,April-26-2024,Townhouse,6240 Seabourne Dr #43,Huntington Beach,CA,92648,1250000,3,2.5,15 - West Huntington Beach,2160,,2002,,579,635,Sold,,,https://www.redfin.com/CA/Huntington-Beach/6240-Seabourne-Dr-92648/unit-43/home/5895524,CRMLS,OC24051091,N,Y,33.6744212,-118.0208593
PAST SALE,July-25-2022,Condo/Co-op,3329 E Metcalf Cir Unit B,Orange,CA,92869,730000,2,2,"72 - Orange & Garden Grove, E of Harbor, N of 22 F",1124,,1996,,649,352,Sold,,,https://www.redfin.com/CA/Orange/3329-E-Metcalf-Cir-92869/unit-B/home/5690267,CRMLS,OC22121658,N,Y,33.7977365,-117.8176182
PAST SALE,September-12-2023,Single Family Residential,511 S Baker St,Anaheim,CA,92804,888000,3,2,699 - Not Defined,1352,7350,1955,,657,,Sold,,,https://www.redfin.com/CA/Anaheim/511-S-Baker-St-92804/home/3587475,CRMLS,OC23147194,N,Y,33.8257254,-117.9718317
PAST SALE,April-12-2022,Condo/Co-op,4851 Bishop St Unit D,Cypress,CA,90630,703777,2,2,80 - Cypress North of Katella,1042,,2009,,675,180,Sold,,,https://www.redfin.com/CA/Cypress/4851-Bishop-St-90630/unit-D/home/28930229,CRMLS,OC22033762,N,Y,33.8310938,-118.0480924
PAST SALE,July-23-2021,Condo/Co-op,43 Via Pamplona,Rancho Santa Margarita,CA,92688,449900,2,1,R2 - Rancho Santa Margarita Central,930,,1995,,484,371,Sold,,,https://www.redfin.com/CA/Rancho-Santa-Margarita/43-Via-Pamplona-92688/home/5487988,CRMLS,OC21147930,N,Y,33.6405765,-117.5897
PAST SALE,August-2-2023,Condo/Co-op,16 Empire Dr,Aliso Viejo,CA,92656,832000,2,2.5,AV - Aliso Viejo,1598,,2012,,521,448,Sold,,,https://www.redfin.com/CA/Aliso-Viejo/16-Empire-Dr-92656/home/51685162,CRMLS,OC23117577,N,Y,33.5793882,-117.7283904
PAST SALE,August-6-2021,Condo/Co-op,91 Thornhurst,Irvine,CA,92620,915500,3,3,STG - Stonegate,1614,,2013,,567,355,Sold,,,https://www.redfin.com/CA/Irvine/91-Thornhurst-92620/home/58557417,CRMLS,OC21158586,N,Y,33.7071595,-117.74981
PAST SALE,May-4-2023,Single Family Residential,26591 Cortina Dr,Mission Viejo,CA,92691,1015000,4,2,MC - Mission Viejo Central,1675,6600,1967,,606,,Sold,,,https://www.redfin.com/CA/Mission-Viejo/26591-Cortina-Dr-92691/home/5037364,CRMLS,OC23065440,N,Y,33.5936537,-117.6659801
PAST SALE,October-18-2022,Single Family Residential,41 Dartmouth Ln,Coto De Caza,CA,92679,1411000,4,3.5,CC - Coto De Caza,2584,4778,1997,,546,250,Sold,,,https://www.redfin.com/CA/Coto-de-Caza/41-Dartmouth-Ln-92679/home/5012721,CRMLS,OC22189052,N,Y,33.575588,-117.5810208
PAST SALE,January-27-2023,Single Family Residential,174 Costa Mesa,Costa Mesa,CA,92627,1515000,4,4,C5 - East Costa Mesa,1942,3412,2019,,780,,Sold,,,https://www.redfin.com/CA/Costa-Mesa/174-Costa-Mesa-St-92627/home/173430009,CRMLS,OC23001554,N,Y,33.6425982,-117.9134349
